Surveillance Network,Season,MMWR Year,MMWR Week,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate,Week Ending Date
COVID-NET,2020-21,2020,40,Overall,Overall,Overall,Utah,7.1,7.1,2020-10-03T00:00:00.000
COVID-NET,2020-21,2020,41,Overall,Overall,Overall,Utah,10.5,17.6,2020-10-10T00:00:00.000
COVID-NET,2020-21,2020,42,Overall,Overall,Overall,Utah,9.4,27,2020-10-17T00:00:00.000
COVID-NET,2020-21,2020,43,Overall,Overall,Overall,Utah,11.2,38.2,2020-10-24T00:00:00.000
COVID-NET,2020-21,2020,44,Overall,Overall,Overall,Utah,13.6,51.8,2020-10-31T00:00:00.000
COVID-NET,2020-21,2020,45,Overall,Overall,Overall,Utah,17.7,69.5,2020-11-07T00:00:00.000
COVID-NET,2020-21,2020,46,Overall,Overall,Overall,Utah,17.3,86.8,2020-11-14T00:00:00.000
COVID-NET,2020-21,2020,47,Overall,Overall,Overall,Utah,20.2,107,2020-11-21T00:00:00.000
COVID-NET,2020-21,2020,48,Overall,Overall,Overall,Utah,16.8,123.8,2020-11-28T00:00:00.000
COVID-NET,2020-21,2020,49,Overall,Overall,Overall,Utah,15.8,139.6,2020-12-05T00:00:00.000
COVID-NET,2020-21,2020,50,Overall,Overall,Overall,Utah,16.5,156.1,2020-12-12T00:00:00.000
COVID-NET,2020-21,2020,51,Overall,Overall,Overall,Utah,14.2,170.2,2020-12-19T00:00:00.000
COVID-NET,2020-21,2020,52,Overall,Overall,Overall,Utah,12.5,182.8,2020-12-26T00:00:00.000
COVID-NET,2020-21,2020,53,Overall,Overall,Overall,Utah,13,195.8,2021-01-02T00:00:00.000
COVID-NET,2020-21,2021,1,Overall,Overall,Overall,Utah,17.6,213.4,2021-01-09T00:00:00.000
COVID-NET,2020-21,2021,2,Overall,Overall,Overall,Utah,15.4,228.8,2021-01-16T00:00:00.000
COVID-NET,2020-21,2021,3,Overall,Overall,Overall,Utah,11.2,240.1,2021-01-23T00:00:00.000
COVID-NET,2020-21,2021,4,Overall,Overall,Overall,Utah,9.8,249.8,2021-01-30T00:00:00.000
COVID-NET,2020-21,2021,5,Overall,Overall,Overall,Utah,7.1,257,2021-02-06T00:00:00.000
COVID-NET,2020-21,2021,6,Overall,Overall,Overall,Utah,7.3,264.3,2021-02-13T00:00:00.000
COVID-NET,2020-21,2021,7,Overall,Overall,Overall,Utah,7.1,271.4,2021-02-20T00:00:00.000
COVID-NET,2020-21,2021,8,Overall,Overall,Overall,Utah,5,276.4,2021-02-27T00:00:00.000
COVID-NET,2020-21,2021,9,Overall,Overall,Overall,Utah,4.8,281.2,2021-03-06T00:00:00.000
COVID-NET,2020-21,2021,10,Overall,Overall,Overall,Utah,4.3,285.5,2021-03-13T00:00:00.000
COVID-NET,2020-21,2021,11,Overall,Overall,Overall,Utah,3.7,289.1,2021-03-20T00:00:00.000
COVID-NET,2020-21,2021,12,Overall,Overall,Overall,Utah,3.9,293,2021-03-27T00:00:00.000
COVID-NET,2020-21,2021,13,Overall,Overall,Overall,Utah,3.5,296.5,2021-04-03T00:00:00.000
COVID-NET,2020-21,2021,14,Overall,Overall,Overall,Utah,3.3,299.8,2021-04-10T00:00:00.000
COVID-NET,2020-21,2021,15,Overall,Overall,Overall,Utah,3.3,303.1,2021-04-17T00:00:00.000
COVID-NET,2020-21,2021,16,Overall,Overall,Overall,Utah,3.9,307,2021-04-24T00:00:00.000
COVID-NET,2020-21,2021,17,Overall,Overall,Overall,Utah,4.2,311.2,2021-05-01T00:00:00.000
COVID-NET,2020-21,2021,18,Overall,Overall,Overall,Utah,3.9,315.1,2021-05-08T00:00:00.000
COVID-NET,2020-21,2021,19,Overall,Overall,Overall,Utah,4.8,319.9,2021-05-15T00:00:00.000
COVID-NET,2020-21,2021,20,Overall,Overall,Overall,Utah,3.5,323.4,2021-05-22T00:00:00.000
COVID-NET,2020-21,2021,21,Overall,Overall,Overall,Utah,3.3,326.6,2021-05-29T00:00:00.000
COVID-NET,2020-21,2021,22,Overall,Overall,Overall,Utah,3.9,330.5,2021-06-05T00:00:00.000
COVID-NET,2020-21,2021,23,Overall,Overall,Overall,Utah,4.2,334.7,2021-06-12T00:00:00.000
COVID-NET,2020-21,2021,24,Overall,Overall,Overall,Utah,3.5,338.2,2021-06-19T00:00:00.000
COVID-NET,2020-21,2021,25,Overall,Overall,Overall,Utah,4.1,342.3,2021-06-26T00:00:00.000
COVID-NET,2020-21,2021,26,Overall,Overall,Overall,Utah,3.7,346,2021-07-03T00:00:00.000
COVID-NET,2020-21,2021,27,Overall,Overall,Overall,Utah,4.8,350.8,2021-07-10T00:00:00.000
COVID-NET,2020-21,2021,28,Overall,Overall,Overall,Utah,6.5,357.4,2021-07-17T00:00:00.000
COVID-NET,2020-21,2021,29,Overall,Overall,Overall,Utah,6.4,363.8,2021-07-24T00:00:00.000
COVID-NET,2020-21,2021,30,Overall,Overall,Overall,Utah,8.9,372.7,2021-07-31T00:00:00.000
COVID-NET,2020-21,2021,31,Overall,Overall,Overall,Utah,8.2,380.9,2021-08-07T00:00:00.000
COVID-NET,2020-21,2021,32,Overall,Overall,Overall,Utah,8.3,389.2,2021-08-14T00:00:00.000
COVID-NET,2020-21,2021,33,Overall,Overall,Overall,Utah,9.1,398.3,2021-08-21T00:00:00.000
COVID-NET,2020-21,2021,34,Overall,Overall,Overall,Utah,9.9,408.1,2021-08-28T00:00:00.000
COVID-NET,2020-21,2021,35,Overall,Overall,Overall,Utah,10.6,418.8,2021-09-04T00:00:00.000
COVID-NET,2020-21,2021,36,Overall,Overall,Overall,Utah,11,429.8,2021-09-11T00:00:00.000
COVID-NET,2020-21,2021,37,Overall,Overall,Overall,Utah,9.1,438.9,2021-09-18T00:00:00.000
COVID-NET,2020-21,2021,38,Overall,Overall,Overall,Utah,9.4,448.2,2021-09-25T00:00:00.000
COVID-NET,2020-21,2021,39,Overall,Overall,Overall,Utah,10.6,458.9,2021-10-02T00:00:00.000
COVID-NET,2021-22,2021,40,Overall,Overall,Overall,Utah,9.8,9.8,2021-10-09T00:00:00.000
COVID-NET,2021-22,2021,41,Overall,Overall,Overall,Utah,9,18.8,2021-10-16T00:00:00.000
COVID-NET,2021-22,2021,42,Overall,Overall,Overall,Utah,9.4,28.2,2021-10-23T00:00:00.000
COVID-NET,2021-22,2021,43,Overall,Overall,Overall,Utah,10.4,38.5,2021-10-30T00:00:00.000
COVID-NET,2021-22,2021,44,Overall,Overall,Overall,Utah,8.9,47.5,2021-11-06T00:00:00.000
COVID-NET,2021-22,2021,45,Overall,Overall,Overall,Utah,9.4,56.9,2021-11-13T00:00:00.000
COVID-NET,2021-22,2021,46,Overall,Overall,Overall,Utah,8.3,65.2,2021-11-20T00:00:00.000
COVID-NET,2021-22,2021,47,Overall,Overall,Overall,Utah,8.3,73.5,2021-11-27T00:00:00.000
COVID-NET,2021-22,2021,48,Overall,Overall,Overall,Utah,10.5,83.9,2021-12-04T00:00:00.000
COVID-NET,2021-22,2021,49,Overall,Overall,Overall,Utah,9.9,93.8,2021-12-11T00:00:00.000
COVID-NET,2021-22,2021,50,Overall,Overall,Overall,Utah,7.8,101.6,2021-12-18T00:00:00.000
COVID-NET,2021-22,2021,51,Overall,Overall,Overall,Utah,6.9,108.5,2021-12-25T00:00:00.000
COVID-NET,2021-22,2021,52,Overall,Overall,Overall,Utah,9.4,117.9,2022-01-01T00:00:00.000
COVID-NET,2021-22,2022,1,Overall,Overall,Overall,Utah,20.6,138.5,2022-01-08T00:00:00.000
COVID-NET,2021-22,2022,2,Overall,Overall,Overall,Utah,26.7,165.2,2022-01-15T00:00:00.000
COVID-NET,2021-22,2022,3,Overall,Overall,Overall,Utah,29,194.2,2022-01-22T00:00:00.000
COVID-NET,2021-22,2022,4,Overall,Overall,Overall,Utah,22.3,216.4,2022-01-29T00:00:00.000
COVID-NET,2021-22,2022,5,Overall,Overall,Overall,Utah,16.7,233.1,2022-02-05T00:00:00.000
COVID-NET,2021-22,2022,6,Overall,Overall,Overall,Utah,13.5,246.6,2022-02-12T00:00:00.000
COVID-NET,2021-22,2022,7,Overall,Overall,Overall,Utah,7.3,254,2022-02-19T00:00:00.000
COVID-NET,2021-22,2022,8,Overall,Overall,Overall,Utah,6.1,260,2022-02-26T00:00:00.000
COVID-NET,2021-22,2022,9,Overall,Overall,Overall,Utah,4.6,264.6,2022-03-05T00:00:00.000
COVID-NET,2021-22,2022,10,Overall,Overall,Overall,Utah,3.5,268.1,2022-03-12T00:00:00.000
COVID-NET,2021-22,2022,11,Overall,Overall,Overall,Utah,2.4,270.5,2022-03-19T00:00:00.000
COVID-NET,2021-22,2022,12,Overall,Overall,Overall,Utah,1.9,272.4,2022-03-26T00:00:00.000
COVID-NET,2021-22,2022,13,Overall,Overall,Overall,Utah,1.3,273.7,2022-04-02T00:00:00.000
COVID-NET,2021-22,2022,14,Overall,Overall,Overall,Utah,1.4,275.1,2022-04-09T00:00:00.000
COVID-NET,2021-22,2022,15,Overall,Overall,Overall,Utah,1.2,276.3,2022-04-16T00:00:00.000
COVID-NET,2021-22,2022,16,Overall,Overall,Overall,Utah,1.6,277.9,2022-04-23T00:00:00.000
COVID-NET,2021-22,2022,17,Overall,Overall,Overall,Utah,2.5,280.4,2022-04-30T00:00:00.000
COVID-NET,2021-22,2022,18,Overall,Overall,Overall,Utah,2.8,283.2,2022-05-07T00:00:00.000
COVID-NET,2021-22,2022,19,Overall,Overall,Overall,Utah,3,286.2,2022-05-14T00:00:00.000
COVID-NET,2021-22,2022,20,Overall,Overall,Overall,Utah,4.3,290.5,2022-05-21T00:00:00.000
COVID-NET,2021-22,2022,21,Overall,Overall,Overall,Utah,5.7,332,2022-05-28T00:00:00.000
COVID-NET,2021-22,2022,22,Overall,Overall,Overall,Utah,6.1,338.1,2022-06-04T00:00:00.000
COVID-NET,2021-22,2022,23,Overall,Overall,Overall,Utah,8.2,346.3,2022-06-11T00:00:00.000
COVID-NET,2021-22,2022,24,Overall,Overall,Overall,Utah,7.5,353.8,2022-06-18T00:00:00.000
COVID-NET,2021-22,2022,25,Overall,Overall,Overall,Utah,8.3,362.1,2022-06-25T00:00:00.000
COVID-NET,2021-22,2022,26,Overall,Overall,Overall,Utah,11.5,373.6,2022-07-02T00:00:00.000
COVID-NET,2021-22,2022,27,Overall,Overall,Overall,Utah,8.8,382.4,2022-07-09T00:00:00.000
COVID-NET,2021-22,2022,28,Overall,Overall,Overall,Utah,5.5,387.9,2022-07-16T00:00:00.000
COVID-NET,2021-22,2022,29,Overall,Overall,Overall,Utah,8.5,396.4,2022-07-23T00:00:00.000
COVID-NET,2021-22,2022,30,Overall,Overall,Overall,Utah,7.8,404.1,2022-07-30T00:00:00.000
COVID-NET,2021-22,2022,31,Overall,Overall,Overall,Utah,6.5,410.7,2022-08-06T00:00:00.000
COVID-NET,2021-22,2022,32,Overall,Overall,Overall,Utah,6.4,417.1,2022-08-13T00:00:00.000
COVID-NET,2021-22,2022,33,Overall,Overall,Overall,Utah,4.6,421.8,2022-08-20T00:00:00.000
COVID-NET,2021-22,2022,34,Overall,Overall,Overall,Utah,4.6,426.4,2022-08-27T00:00:00.000
COVID-NET,2021-22,2022,35,Overall,Overall,Overall,Utah,3.8,430.2,2022-09-03T00:00:00.000
COVID-NET,2021-22,2022,36,Overall,Overall,Overall,Utah,3.9,434.1,2022-09-10T00:00:00.000
COVID-NET,2021-22,2022,37,Overall,Overall,Overall,Utah,4.6,438.7,2022-09-17T00:00:00.000
COVID-NET,2021-22,2022,38,Overall,Overall,Overall,Utah,3.1,441.8,2022-09-24T00:00:00.000
COVID-NET,2021-22,2022,39,Overall,Overall,Overall,Utah,4.1,445.9,2022-10-01T00:00:00.000
COVID-NET,2022-23,2022,40,Overall,Overall,Overall,Utah,2.6,2.6,2022-10-08T00:00:00.000
COVID-NET,2022-23,2022,41,Overall,Overall,Overall,Utah,2.7,5.3,2022-10-15T00:00:00.000
COVID-NET,2022-23,2022,42,Overall,Overall,Overall,Utah,2.5,7.8,2022-10-22T00:00:00.000
COVID-NET,2022-23,2022,43,Overall,Overall,Overall,Utah,3.7,11.5,2022-10-29T00:00:00.000
COVID-NET,2022-23,2022,44,Overall,Overall,Overall,Utah,3.5,15.1,2022-11-05T00:00:00.000
COVID-NET,2022-23,2022,45,Overall,Overall,Overall,Utah,5.2,20.3,2022-11-12T00:00:00.000
COVID-NET,2022-23,2022,46,Overall,Overall,Overall,Utah,6.2,26.5,2022-11-19T00:00:00.000
COVID-NET,2022-23,2022,47,Overall,Overall,Overall,Utah,6.5,33,2022-11-26T00:00:00.000
COVID-NET,2022-23,2022,48,Overall,Overall,Overall,Utah,5.7,38.7,2022-12-03T00:00:00.000
COVID-NET,2022-23,2022,49,Overall,Overall,Overall,Utah,5.8,44.5,2022-12-10T00:00:00.000
COVID-NET,2022-23,2022,50,Overall,Overall,Overall,Utah,5.7,50.2,2022-12-17T00:00:00.000
COVID-NET,2022-23,2022,51,Overall,Overall,Overall,Utah,5.3,55.6,2022-12-24T00:00:00.000
COVID-NET,2022-23,2022,52,Overall,Overall,Overall,Utah,6.2,61.8,2022-12-31T00:00:00.000
COVID-NET,2022-23,2023,1,Overall,Overall,Overall,Utah,5.1,66.9,2023-01-07T00:00:00.000
COVID-NET,2022-23,2023,2,Overall,Overall,Overall,Utah,4.3,71.2,2023-01-14T00:00:00.000
COVID-NET,2022-23,2023,3,Overall,Overall,Overall,Utah,2,73.3,2023-01-21T00:00:00.000
COVID-NET,2022-23,2023,4,Overall,Overall,Overall,Utah,2.8,76,2023-01-28T00:00:00.000
COVID-NET,2022-23,2023,5,Overall,Overall,Overall,Utah,2.7,78.7,2023-02-04T00:00:00.000
COVID-NET,2022-23,2023,6,Overall,Overall,Overall,Utah,4.3,83,2023-02-11T00:00:00.000
COVID-NET,2022-23,2023,7,Overall,Overall,Overall,Utah,4.1,87.2,2023-02-18T00:00:00.000
COVID-NET,2022-23,2023,8,Overall,Overall,Overall,Utah,2.9,90,2023-02-25T00:00:00.000
COVID-NET,2022-23,2023,9,Overall,Overall,Overall,Utah,3.8,93.8,2023-03-04T00:00:00.000
COVID-NET,2022-23,2023,10,Overall,Overall,Overall,Utah,3,96.9,2023-03-11T00:00:00.000
COVID-NET,2022-23,2023,11,Overall,Overall,Overall,Utah,2.8,99.6,2023-03-18T00:00:00.000
COVID-NET,2022-23,2023,12,Overall,Overall,Overall,Utah,3,102.6,2023-03-25T00:00:00.000
COVID-NET,2022-23,2023,13,Overall,Overall,Overall,Utah,2.2,104.8,2023-04-01T00:00:00.000
COVID-NET,2022-23,2023,14,Overall,Overall,Overall,Utah,2.9,107.6,2023-04-08T00:00:00.000
COVID-NET,2022-23,2023,15,Overall,Overall,Overall,Utah,2,109.7,2023-04-15T00:00:00.000
COVID-NET,2022-23,2023,16,Overall,Overall,Overall,Utah,1.8,111.4,2023-04-22T00:00:00.000
COVID-NET,2022-23,2023,17,Overall,Overall,Overall,Utah,1.2,112.6,2023-04-29T00:00:00.000
COVID-NET,2022-23,2023,18,Overall,Overall,Overall,Utah,1.5,114.1,2023-05-06T00:00:00.000
COVID-NET,2022-23,2023,19,Overall,Overall,Overall,Utah,1.3,115.4,2023-05-13T00:00:00.000
COVID-NET,2022-23,2023,20,Overall,Overall,Overall,Utah,1.7,117.1,2023-05-20T00:00:00.000
COVID-NET,2022-23,2023,21,Overall,Overall,Overall,Utah,1.9,118.9,2023-05-27T00:00:00.000
COVID-NET,2022-23,2023,22,Overall,Overall,Overall,Utah,1.8,120.7,2023-06-03T00:00:00.000
COVID-NET,2022-23,2023,23,Overall,Overall,Overall,Utah,0.8,121.6,2023-06-10T00:00:00.000
COVID-NET,2022-23,2023,24,Overall,Overall,Overall,Utah,0.7,122.2,2023-06-17T00:00:00.000
COVID-NET,2022-23,2023,25,Overall,Overall,Overall,Utah,0.5,122.7,2023-06-24T00:00:00.000
COVID-NET,2022-23,2023,26,Overall,Overall,Overall,Utah,1,123.8,2023-07-01T00:00:00.000
COVID-NET,2022-23,2023,27,Overall,Overall,Overall,Utah,0.9,124.7,2023-07-08T00:00:00.000
COVID-NET,2022-23,2023,28,Overall,Overall,Overall,Utah,0.9,125.6,2023-07-15T00:00:00.000
COVID-NET,2022-23,2023,29,Overall,Overall,Overall,Utah,1.1,126.7,2023-07-22T00:00:00.000
COVID-NET,2022-23,2023,30,Overall,Overall,Overall,Utah,0.8,127.5,2023-07-29T00:00:00.000
COVID-NET,2022-23,2023,31,Overall,Overall,Overall,Utah,1.2,128.7,2023-08-05T00:00:00.000
COVID-NET,2022-23,2023,32,Overall,Overall,Overall,Utah,1.3,130.1,2023-08-12T00:00:00.000
COVID-NET,2022-23,2023,33,Overall,Overall,Overall,Utah,1.5,131.6,2023-08-19T00:00:00.000
COVID-NET,2022-23,2023,34,Overall,Overall,Overall,Utah,1.8,133.4,2023-08-26T00:00:00.000
COVID-NET,2022-23,2023,35,Overall,Overall,Overall,Utah,2.1,135.5,2023-09-02T00:00:00.000
COVID-NET,2022-23,2023,36,Overall,Overall,Overall,Utah,1.9,137.3,2023-09-09T00:00:00.000
COVID-NET,2022-23,2023,37,Overall,Overall,Overall,Utah,3,140.4,2023-09-16T00:00:00.000
COVID-NET,2022-23,2023,38,Overall,Overall,Overall,Utah,2.9,143.2,2023-09-23T00:00:00.000
COVID-NET,2022-23,2023,39,Overall,Overall,Overall,Utah,2.4,145.7,2023-09-30T00:00:00.000
COVID-NET,2023-24,2023,40,Overall,Overall,Overall,Utah,2.4,2.4,2023-10-07T00:00:00.000
COVID-NET,2023-24,2023,41,Overall,Overall,Overall,Utah,2.9,5.2,2023-10-14T00:00:00.000
COVID-NET,2023-24,2023,42,Overall,Overall,Overall,Utah,2.6,7.8,2023-10-21T00:00:00.000
COVID-NET,2023-24,2023,43,Overall,Overall,Overall,Utah,1.6,9.4,2023-10-28T00:00:00.000
COVID-NET,2023-24,2023,44,Overall,Overall,Overall,Utah,3,12.5,2023-11-04T00:00:00.000
COVID-NET,2023-24,2023,45,Overall,Overall,Overall,Utah,3.3,15.8,2023-11-11T00:00:00.000
COVID-NET,2023-24,2023,46,Overall,Overall,Overall,Utah,4.2,20,2023-11-18T00:00:00.000
COVID-NET,2023-24,2023,47,Overall,Overall,Overall,Utah,3,22.9,2023-11-25T00:00:00.000
COVID-NET,2023-24,2023,48,Overall,Overall,Overall,Utah,5.8,28.7,2023-12-02T00:00:00.000
COVID-NET,2023-24,2023,49,Overall,Overall,Overall,Utah,3.9,32.6,2023-12-09T00:00:00.000
COVID-NET,2023-24,2023,50,Overall,Overall,Overall,Utah,4,36.7,2023-12-16T00:00:00.000
COVID-NET,2023-24,2023,51,Overall,Overall,Overall,Utah,4.6,41.3,2023-12-23T00:00:00.000
COVID-NET,2023-24,2023,52,Overall,Overall,Overall,Utah,2.7,44,2023-12-30T00:00:00.000
Combined,2018-19,2018,40,Overall,Overall,"A/PI, non-Hispanic",Overall,0.2,0.2,2018-10-06T00:00:00.000
Combined,2018-19,2018,41,Overall,Overall,"A/PI, non-Hispanic",Overall,0.2,0.4,2018-10-13T00:00:00.000
Combined,2018-19,2018,42,Overall,Overall,"A/PI, non-Hispanic",Overall,0.4,0.8,2018-10-20T00:00:00.000
Combined,2018-19,2018,43,Overall,Overall,"A/PI, non-Hispanic",Overall,0.3,1.2,2018-10-27T00:00:00.000
Combined,2018-19,2018,44,Overall,Overall,"A/PI, non-Hispanic",Overall,0.3,1.4,2018-11-03T00:00:00.000
Combined,2018-19,2018,45,Overall,Overall,"A/PI, non-Hispanic",Overall,0.4,1.8,2018-11-10T00:00:00.000
Combined,2018-19,2018,46,Overall,Overall,"A/PI, non-Hispanic",Overall,0.4,2.3,2018-11-17T00:00:00.000
Combined,2018-19,2018,47,Overall,Overall,"A/PI, non-Hispanic",Overall,0.6,2.8,2018-11-24T00:00:00.000
Combined,2018-19,2018,48,Overall,Overall,"A/PI, non-Hispanic",Overall,1.2,4,2018-12-01T00:00:00.000
Combined,2018-19,2018,49,Overall,Overall,"A/PI, non-Hispanic",Overall,1,5.1,2018-12-08T00:00:00.000
Combined,2018-19,2018,50,Overall,Overall,"A/PI, non-Hispanic",Overall,1.1,6.2,2018-12-15T00:00:00.000
Combined,2018-19,2018,51,Overall,Overall,"A/PI, non-Hispanic",Overall,1.5,7.7,2018-12-22T00:00:00.000
Combined,2018-19,2018,52,Overall,Overall,"A/PI, non-Hispanic",Overall,2.2,9.9,2018-12-29T00:00:00.000
Combined,2018-19,2019,1,Overall,Overall,"A/PI, non-Hispanic",Overall,2.5,12.4,2019-01-05T00:00:00.000
Combined,2018-19,2019,2,Overall,Overall,"A/PI, non-Hispanic",Overall,2.7,15.1,2019-01-12T00:00:00.000
Combined,2018-19,2019,3,Overall,Overall,"A/PI, non-Hispanic",Overall,2.5,17.5,2019-01-19T00:00:00.000
Combined,2018-19,2019,4,Overall,Overall,"A/PI, non-Hispanic",Overall,2.4,20,2019-01-26T00:00:00.000
Combined,2018-19,2019,5,Overall,Overall,"A/PI, non-Hispanic",Overall,2.9,22.8,2019-02-02T00:00:00.000
Combined,2018-19,2019,6,Overall,Overall,"A/PI, non-Hispanic",Overall,2.5,25.4,2019-02-09T00:00:00.000
Combined,2018-19,2019,7,Overall,Overall,"A/PI, non-Hispanic",Overall,3.2,28.6,2019-02-16T00:00:00.000
Combined,2018-19,2019,8,Overall,Overall,"A/PI, non-Hispanic",Overall,2.8,31.4,2019-02-23T00:00:00.000
Combined,2018-19,2019,9,Overall,Overall,"A/PI, non-Hispanic",Overall,3.5,34.8,2019-03-02T00:00:00.000
Combined,2018-19,2019,10,Overall,Overall,"A/PI, non-Hispanic",Overall,3.5,38.3,2019-03-09T00:00:00.000
Combined,2018-19,2019,11,Overall,Overall,"A/PI, non-Hispanic",Overall,3,41.3,2019-03-16T00:00:00.000
Combined,2018-19,2019,12,Overall,Overall,"A/PI, non-Hispanic",Overall,2.6,43.9,2019-03-23T00:00:00.000
Combined,2018-19,2019,13,Overall,Overall,"A/PI, non-Hispanic",Overall,1.4,45.4,2019-03-30T00:00:00.000
Combined,2018-19,2019,14,Overall,Overall,"A/PI, non-Hispanic",Overall,1.5,46.8,2019-04-06T00:00:00.000
Combined,2018-19,2019,15,Overall,Overall,"A/PI, non-Hispanic",Overall,0.6,47.4,2019-04-13T00:00:00.000
Combined,2018-19,2019,16,Overall,Overall,"A/PI, non-Hispanic",Overall,0.7,48.2,2019-04-20T00:00:00.000
Combined,2018-19,2019,17,Overall,Overall,"A/PI, non-Hispanic",Overall,0.4,48.6,2019-04-27T00:00:00.000
Combined,2018-19,2019,18,Overall,Overall,"A/PI, non-Hispanic",Overall,0.1,48.7,2019-05-04T00:00:00.000
Combined,2018-19,2018,40,Overall,Overall,"AI/AN, non-Hispanic",Overall,0,0,2018-10-06T00:00:00.000
Combined,2018-19,2018,41,Overall,Overall,"AI/AN, non-Hispanic",Overall,0,0,2018-10-13T00:00:00.000
Combined,2018-19,2018,42,Overall,Overall,"AI/AN, non-Hispanic",Overall,0,0,2018-10-20T00:00:00.000
Combined,2018-19,2018,43,Overall,Overall,"AI/AN, non-Hispanic",Overall,0,0,2018-10-27T00:00:00.000
Combined,2018-19,2018,44,Overall,Overall,"AI/AN, non-Hispanic",Overall,0,0,2018-11-03T00:00:00.000
Combined,2018-19,2018,45,Overall,Overall,"AI/AN, non-Hispanic",Overall,0.7,0.7,2018-11-10T00:00:00.000
Combined,2018-19,2018,46,Overall,Overall,"AI/AN, non-Hispanic",Overall,0.5,1.2,2018-11-17T00:00:00.000
Combined,2018-19,2018,47,Overall,Overall,"AI/AN, non-Hispanic",Overall,1.4,2.6,2018-11-24T00:00:00.000
Combined,2018-19,2018,48,Overall,Overall,"AI/AN, non-Hispanic",Overall,1.4,4,2018-12-01T00:00:00.000
Combined,2018-19,2018,49,Overall,Overall,"AI/AN, non-Hispanic",Overall,3,7,2018-12-08T00:00:00.000
Combined,2018-19,2018,50,Overall,Overall,"AI/AN, non-Hispanic",Overall,3.9,10.8,2018-12-15T00:00:00.000
Combined,2018-19,2018,51,Overall,Overall,"AI/AN, non-Hispanic",Overall,5.4,16.2,2018-12-22T00:00:00.000
Combined,2018-19,2018,52,Overall,Overall,"AI/AN, non-Hispanic",Overall,5.4,21.6,2018-12-29T00:00:00.000
Combined,2018-19,2019,1,Overall,Overall,"AI/AN, non-Hispanic",Overall,10.8,32.5,2019-01-05T00:00:00.000
Combined,2018-19,2019,2,Overall,Overall,"AI/AN, non-Hispanic",Overall,9.6,42.1,2019-01-12T00:00:00.000
Combined,2018-19,2019,3,Overall,Overall,"AI/AN, non-Hispanic",Overall,6.1,48.2,2019-01-19T00:00:00.000
Combined,2018-19,2019,4,Overall,Overall,"AI/AN, non-Hispanic",Overall,3.6,51.8,2019-01-26T00:00:00.000
Combined,2018-19,2019,5,Overall,Overall,"AI/AN, non-Hispanic",Overall,5.9,57.8,2019-02-02T00:00:00.000
Combined,2018-19,2019,6,Overall,Overall,"AI/AN, non-Hispanic",Overall,8.1,65.9,2019-02-09T00:00:00.000
Combined,2018-19,2019,7,Overall,Overall,"AI/AN, non-Hispanic",Overall,7.4,73.3,2019-02-16T00:00:00.000
Combined,2018-19,2019,8,Overall,Overall,"AI/AN, non-Hispanic",Overall,11.5,84.8,2019-02-23T00:00:00.000
Combined,2018-19,2019,9,Overall,Overall,"AI/AN, non-Hispanic",Overall,3.2,88,2019-03-02T00:00:00.000
Combined,2018-19,2019,10,Overall,Overall,"AI/AN, non-Hispanic",Overall,13.2,101.2,2019-03-09T00:00:00.000
Combined,2018-19,2019,11,Overall,Overall,"AI/AN, non-Hispanic",Overall,4.9,106.1,2019-03-16T00:00:00.000
Combined,2018-19,2019,12,Overall,Overall,"AI/AN, non-Hispanic",Overall,7.3,113.4,2019-03-23T00:00:00.000
Combined,2018-19,2019,13,Overall,Overall,"AI/AN, non-Hispanic",Overall,3.2,116.6,2019-03-30T00:00:00.000
Combined,2018-19,2019,14,Overall,Overall,"AI/AN, non-Hispanic",Overall,2,118.5,2019-04-06T00:00:00.000
Combined,2018-19,2019,15,Overall,Overall,"AI/AN, non-Hispanic",Overall,2.9,121.4,2019-04-13T00:00:00.000
Combined,2018-19,2019,16,Overall,Overall,"AI/AN, non-Hispanic",Overall,2.2,123.6,2019-04-20T00:00:00.000
Combined,2018-19,2019,17,Overall,Overall,"AI/AN, non-Hispanic",Overall,0,123.6,2019-04-27T00:00:00.000
Combined,2018-19,2019,18,Overall,Overall,"AI/AN, non-Hispanic",Overall,0,123.6,2019-05-04T00:00:00.000
Combined,2018-19,2018,40,Overall,Overall,"Black, non-Hispanic",Overall,0.5,0.5,2018-10-06T00:00:00.000
Combined,2018-19,2018,41,Overall,Overall,"Black, non-Hispanic",Overall,0.5,0.9,2018-10-13T00:00:00.000
Combined,2018-19,2018,42,Overall,Overall,"Black, non-Hispanic",Overall,0.7,1.6,2018-10-20T00:00:00.000
Combined,2018-19,2018,43,Overall,Overall,"Black, non-Hispanic",Overall,0.8,2.4,2018-10-27T00:00:00.000
Combined,2018-19,2018,44,Overall,Overall,"Black, non-Hispanic",Overall,0.9,3.3,2018-11-03T00:00:00.000
Combined,2018-19,2018,45,Overall,Overall,"Black, non-Hispanic",Overall,1.3,4.6,2018-11-10T00:00:00.000
Combined,2018-19,2018,46,Overall,Overall,"Black, non-Hispanic",Overall,1.6,6.2,2018-11-17T00:00:00.000
Combined,2018-19,2018,47,Overall,Overall,"Black, non-Hispanic",Overall,1.6,7.7,2018-11-24T00:00:00.000
Combined,2018-19,2018,48,Overall,Overall,"Black, non-Hispanic",Overall,2.6,10.4,2018-12-01T00:00:00.000
